institution_id,institution_name,country_name,latitude,longitude,research_level
2801621085,Society of Critical Care Medicine (US),United States,42.06642,-87.93729,
2801649442,State University System of Florida (US),United States,30.43826,-84.28073,
2801671727,VA Boston Healthcare System (US),United States,42.35843,-71.05977,
2801818860,Office of Nuclear Energy (US),United States,38.89511,-77.03637,
2801851002,Harvard University Press (US),United States,42.3751,-71.10561,
2801852214,University of Washington Medical Center (US),United States,47.60621,-122.33207,
2801919071,University of Illinois System (US),United States,40.11059,-88.20727,
2801935854,SLAC National Accelerator Laboratory (US),United States,37.45383,-122.18219,
2801983979,Denver Health Medical Center (US),United States,39.73915,-104.9847,
2802090120,University of North Texas System (US),United States,32.78306,-96.80667,
2802090665,University of Alaska System (US),United States,64.83778,-147.71638,
2802096936,University System of Ohio (US),United States,39.96118,-82.99879,
2802101240,Carolinas Medical Center (US),United States,35.22709,-80.84313,
2802152183,Novant Health (US),United States,36.09986,-80.24422,
2802203029,Johnson University (US),United States,35.96064,-83.92074,
2802216851,University of Iowa Hospitals and Clinics (US),United States,41.66113,-91.53017,
2802236040,University of Colorado System (US),United States,40.01499,-105.27055,
2802326326,The University of Texas Rio Grande Valley (US),United States,26.30174,-98.16334,R2
2802336062,Harborview Medical Center (US),United States,47.60621,-122.33207,
2802366037,Baylor University Medical Center (US),United States,32.78306,-96.80667,
2802397601,University of Maine System (US),United States,44.79884,-68.77265,
2802412784,Banner Health (US),United States,33.44838,-112.07404,
2802423016,WinnMed (US),United States,43.30331,-91.78571,
2802446248,American Dental Education Association (US),United States,38.89511,-77.03637,
2802450327,University of Nebraska System (US),United States,40.8,-96.66696,
2802534011,MedStar Georgetown University Hospital (US),United States,38.89511,-77.03637,
2802576979,Indianapolis Zoo (US),United States,39.76838,-86.15804,
2802581893,United States Army Medical Research and Development Command (US),United States,39.41427,-77.41054,
2802612298,The Wallace H. Coulter Department of Biomedical Engineering (US),United States,33.749,-84.38798,
2802705668,United States Army Combat Capabilities Development Command (US),United States,39.46686,-76.13066,
2802706902,Knoxville College (US),United States,35.96064,-83.92074,
2802730090,Yale Cancer Center (US),United States,41.30815,-72.92816,
2802789608,Ames National Laboratory (US),United States,42.03471,-93.61994,
2802821144,Center for Environmental Health (US),United States,37.80437,-122.2708,
2802827176,Dignity Health (US),United States,37.77493,-122.41942,
2802841742,University of Massachusetts System (US),United States,42.35843,-71.05977,
2802841970,The Ohio State University Wexner Medical Center (US),United States,39.96118,-82.99879,
2802849423,University Medical Center (US),United States,33.57786,-101.85517,
2802864460,Jackson Memorial Hospital (US),United States,25.77427,-80.19366,
2802946424,Johns Hopkins University Applied Physics Laboratory (US),United States,39.139,-76.87053,
2802948906,Health Net (US),United States,34.16834,-118.60592,
2802964274,Interface (United States) (US),United States,33.03929,-85.03133,
2802992173,NOAA Oceanic and Atmospheric Research (US),United States,38.99067,-77.02609,
2803018670,Providence Hospital (US),United States,30.69436,-88.04305,
2803028891,Hahnemann University Hospital (US),United States,39.95238,-75.16362,
2803043754,Henry Ford Hospital (US),United States,42.33143,-83.04575,
2803209242,University of California System (US),United States,37.80437,-122.2708,
2887101046,University of South Carolina System (US),United States,34.00071,-81.03481,
2948394018,Northrop Grumman (United States) (US),United States,38.88233,-77.17109,
2948539688,AbbVie (United States) (US),United States,42.32558,-87.84118,
3019308854,Moffitt Cancer Center (US),United States,27.94752,-82.45843,
3019586173,National Jewish Health (US),United States,39.73915,-104.9847,
3130687028,United States Department of the Navy (US),United States,38.88101,-77.10428,
3132238960,Institute of Electrical and Electronics Engineers (US),United States,40.49927,-74.39904,
3132585960,Arizona's Public Universities (US),United States,33.44838,-112.07404,
3143470655,Institute for Health Metrics and Evaluation (US),United States,47.60621,-122.33207,
4210085935,IBM Research - Almaden (US),United States,37.33939,-121.89496,
4210086173,New Frontier (US),United States,39.47353,-118.77737,
4210086682,National University System (US),United States,32.84727,-117.2742,
4210086933,NYU Langone Health (US),United States,40.71427,-74.00597,
4210086971,VA Connecticut Healthcare System (US),United States,41.27065,-72.94705,
4210087384,Rady Children's Hospital-San Diego (US),United States,32.71571,-117.16472,
4210087413,University of Colorado Health (US),United States,39.72943,-104.83192,
4210087454,Augusta University Health (US),United States,33.47097,-81.97484,
4210087560,Stony Brook School (US),United States,40.92565,-73.14094,
4210087596,Qualcomm (United States) (US),United States,32.71571,-117.16472,
4210087865,University of Chicago Medical Center (US),United States,41.85003,-87.65005,
4210087915,Massachusetts General Hospital (US),United States,42.35843,-71.05977,
4210088045,Online Technologies (United States) (US),United States,34.76954,-92.26709,
4210088259,National Institute of Dental and Craniofacial Research (US),United States,38.98067,-77.10026,
4210088475,Texas Tech University System (US),United States,33.57786,-101.85517,
4210088488,Advocate Health Care (US),United States,41.80892,-88.01117,
4210088555,Abbott (United States) (US),United States,41.85003,-87.65005,
4210088741,Clinical Research Institute (US),United States,45.01052,-93.45551,
4210088792,United States Army (US),United States,38.88101,-77.10428,
4210088923,The Bronx Defenders (US),United States,40.84985,-73.86641,
4210089162,Northwestern Memorial Hospital (US),United States,41.85003,-87.65005,
4210089330,Cooper Medical School of Rowan University (US),United States,39.92595,-75.11962,
4210089431,National Cancer Center (US),United States,40.77649,-73.46735,
4210089486,Fred Hutch Cancer Center (US),United States,47.60621,-122.33207,
4210089489,Health Services Research & Development (US),United States,38.89511,-77.03637,
4210089612,United States Air Force (US),United States,38.88101,-77.10428,
4210089954,Jackson Health System (US),United States,25.77427,-80.19366,
4210090236,National Human Genome Research Institute (US),United States,38.98067,-77.10026,
4210090317,The Barbara Ann Karmanos Cancer Institute (US),United States,42.33143,-83.04575,
4210090529,Andover Eye Associates (US),United States,42.65843,-71.137,
4210090567,National Institute of Diabetes and Digestive and Kidney Diseases (US),United States,38.98067,-77.10026,
4210090807,Rothman Orthopaedics (US),United States,39.95238,-75.16362,
4210090916,Triangle (US),United States,42.4251,-71.06616,
4210091634,Atlas Scientific (United States) (US),United States,40.6501,-73.94958,
4210091794,Office of the Director (US),United States,38.98067,-77.10026,
4210091810,Medtronic (United States) (US),United States,44.97997,-93.26384,
4210091812,Bristol-Myers Squibb (United States) (US),United States,40.71427,-74.00597,
4210092882,Grady Health System (US),United States,33.749,-84.38798,
4210093233,Perspectives Charter School (US),United States,41.85003,-87.65005,
4210094059,Kavli Institute for Particle Astrophysics and Cosmology (US),United States,37.45383,-122.18219,
4210094360,Lehigh Valley Health Network (US),United States,40.60843,-75.49018,
4210094549,VA Puget Sound Health Care System (US),United States,47.60621,-122.33207,
4210094889,Agricultural Research Service - Pacific West Area (US),United States,37.88687,-122.29775,
4210094901,New York/New Jersey VA Health Care Network (US),United States,40.71427,-74.00597,
4210094981,Community Link (US),United States,38.58157,-121.4944,
4210095140,National Institute of Environmental Health Sciences (US),United States,35.99403,-78.89862,
4210095266,Mount Sinai Medical Center (US),United States,25.79065,-80.13005,
4210095624,Alibaba Group (United States) (US),United States,37.56299,-122.32553,
4210095851,VA New England Healthcare System (US),United States,42.49065,-71.27617,
4210096018,May Institute (US),United States,42.1626,-71.04116,
4210096275,Children's Hospital Colorado (US),United States,39.72943,-104.83192,
4210096498,Presbyterian Hospital (US),United States,35.08449,-106.65114,
4210096636,"University of California, Irvine Medical Center (US)",United States,33.78779,-117.85311,
4210096972,Los Angeles Medical Center (US),United States,34.05223,-118.24368,
4210097287,Engineering Associates (United States) (US),United States,34.07538,-84.29409,
4210097785,Baptist Health South Florida (US),United States,25.77427,-80.19366,
4210098814,UPMC Health System (US),United States,40.44062,-79.99589,
4210098931,Quantitative BioSciences (US),United States,32.99115,-117.27115,
4210099336,Menlo School (US),United States,37.46133,-122.19774,
4210099595,VA San Diego Healthcare System (US),United States,32.71571,-117.16472,
4210100211,E Ink (United States) (US),United States,42.55843,-71.26895,
4210100294,Center for Children (US),United States,38.52929,-76.97525,
4210100810,Sarah Cannon (US),United States,36.16589,-86.78444,
4210100841,University Health Care System (US),United States,33.47097,-81.97484,
4210101049,Lung Institute (US),United States,32.78306,-96.80667,
4210101190,Cancer Research And Biostatistics (US),United States,47.60621,-122.33207,
4210101327,Twin Cities Orthopedics (US),United States,44.88969,-93.34995,
4210101641,Mount Sinai Hospital (US),United States,41.85003,-87.65005,
4210101935,University of Miami Health System (US),United States,25.77427,-80.19366,
4210102044,Mount Sinai Hospital (US),United States,41.4995,-81.69541,
4210102099,VA Ann Arbor Healthcare System (US),United States,42.27756,-83.74088,
4210102181,Mallinckrodt (United States) (US),United States,38.77144,-90.37095,
4210102705,MaineHealth (US),United States,43.65737,-70.2589,
4210104314,New York Institute of Technology (US),United States,40.71427,-74.00597,D/PU
4210104735,Sandia National Laboratories (US),United States,35.08449,-106.65114,
4210104856,Phoenix (United States) (US),United States,43.06222,-89.33401,
4210104968,Arcadia (US),United States,38.80484,-77.04692,
4210105015,Stanford Health Care (US),United States,37.42411,-122.16608,
4210105273,Data Harbor (United States) (US),United States,41.85003,-87.65005,
4210105618,Alzheimer’s Disease Neuroimaging Initiative (US),United States,32.71571,-117.16472,
4210105714,Center for Human Genetics (US),United States,44.38758,-68.2039,
4210105766,Experimental Station (US),United States,41.85003,-87.65005,
4210106353,Donald & Barbara Zucker School of Medicine at Hofstra/Northwell (US),United States,40.70621,-73.61874,
4210106489,National Heart Lung and Blood Institute (US),United States,38.98067,-77.10026,
4210106595,Sidney Kimmel Cancer Center (US),United States,39.95238,-75.16362,
4210106879,Ohio University (US),United States,39.32924,-82.10126,R1
4210107338,Simons Foundation (US),United States,40.71427,-74.00597,
4210107408,New York Proton Center (US),United States,40.71427,-74.00597,
4210107917,Exact Sciences (United States) (US),United States,43.07305,-89.40123,
4210108049,Nemours Children's Health System (US),United States,30.33218,-81.65565,
4210108601,Moderna Therapeutics (United States) (US),United States,42.3751,-71.10561,
4210108700,Cleveland Clinic Florida (US),United States,26.10037,-80.39977,
4210108791,University Hospitals Case Medical Center (US),United States,41.4995,-81.69541,
4210108968,University Hospital and Clinics (US),United States,30.22409,-92.01984,
4210108985,Bellevue Hospital Center (US),United States,40.71427,-74.00597,
4210108991,IQVIA (United States) (US),United States,35.99403,-78.89862,
4210109259,Methodist Hospital (US),United States,38.58157,-121.4944,
4210109567,Office of Infectious Diseases (US),United States,33.749,-84.38798,
4210110459,City of Hope (US),United States,34.69804,-118.13674,
4210110509,Division of Chemistry (US),United States,38.88101,-77.10428,
4210110523,Geriatric Research Education and Clinical Center (US),United States,40.44062,-79.99589,
4210110664,University of California San Francisco Medical Center (US),United States,37.77493,-122.41942,
4210110767,National Institute of Neurological Disorders and Stroke (US),United States,38.98067,-77.10026,
4210110848,Baylor Medical Center at Garland (US),United States,32.91262,-96.63888,
4210110987,IIT@MIT (US),United States,42.3751,-71.10561,
4210111179,Michigan United (US),United States,42.29171,-85.58723,
4210111804,Sanofi (United States) (US),United States,40.60079,-74.64815,
4210111876,Einstein Healthcare Network (US),United States,39.95238,-75.16362,
4210111906,Palmetto Hematology Oncology (US),United States,34.94957,-81.93205,
4210111938,Institute for Neurodegenerative Disorders (US),United States,41.30815,-72.92816,
4210112371,Montefiore Health System (US),United States,40.84985,-73.86641,
4210112577,Directorate for Mathematical & Physical Sciences (US),United States,38.88101,-77.10428,
4210112672,VA MidSouth Healthcare Network (US),United States,36.16589,-86.78444,
4210113003,Physical Sciences (United States) (US),United States,42.65843,-71.137,
4210113540,VA Rocky Mountain Network (US),United States,39.73915,-104.9847,
4210114115,IBM Research - Thomas J. Watson Research Center (US),United States,41.27093,-73.77763,
4210114143,GlaxoSmithKline (United States) (US),United States,39.95238,-75.16362,
4210114444,Meta (United States) (US),United States,37.45383,-122.18219,
4210114445,Michigan Medicine (US),United States,42.27756,-83.74088,
4210114575,Jefferson University Hospitals (US),United States,39.93484,-75.03073,
4210114836,Fermi Research Alliance (US),United States,41.85003,-88.31257,
4210115145,"University of Minnesota, Duluth (US)",United States,46.78327,-92.10658,D/PU
4210115238,Zimmer Biomet (United States) (US),United States,41.2381,-85.85305,
4210115256,Jackson Laboratory (US),United States,44.38758,-68.2039,
4210115614,Boston VA Research Institute (US),United States,42.35843,-71.05977,
4210115976,VA Great Lakes Health Care System (US),United States,41.85059,-87.882,
4210116243,Collaborative Group (United States) (US),United States,42.5467,-83.21132,
4210117083,Temple University Hospital (US),United States,39.95238,-75.16362,
4210117453,Dana-Farber Cancer Institute (US),United States,42.35843,-71.05977,
4210117499,Yale New Haven Health System (US),United States,41.30815,-72.92816,
4210117619,Novartis (United States) (US),United States,40.71427,-74.00597,
4210117924,VA Midwest Health Care Network (US),United States,44.97997,-93.26384,
4210118014,Chevron (United States) (US),United States,37.77993,-121.97802,
4210118434,Virginia Mason Franciscan Health (US),United States,47.17176,-122.51846,
4210119004,VA Sunshine Healthcare Network (US),United States,27.77086,-82.67927,
4210119046,Zero to Three (US),United States,38.89511,-77.03637,
4210119109,Indiana University Bloomington (US),United States,39.16533,-86.52639,R1
4210119589,Durham VA Health Care System (US),United States,35.99403,-78.89862,
4210120050,Triad National Security (United States) (US),United States,35.88808,-106.30697,
4210120076,University Gastroenterology (US),United States,41.82399,-71.41283,
4210120349,University of Minnesota Rochester (US),United States,44.02163,-92.4699,
4210120668,Creative Commons (US),United States,37.38605,-122.08385,
4210120900,Stanford Synchrotron Radiation Lightsource (US),United States,37.45383,-122.18219,
4210121272,Anna Needs Neuroblastoma Answers (US),United States,39.95087,-86.26194,
4210121439,National Center for Emerging and Zoonotic Infectious Diseases (US),United States,33.749,-84.38798,
4210121787,Corteva (United States) (US),United States,39.74595,-75.54659,
4210121988,Film Independent (US),United States,34.05223,-118.24368,
4210122704,Agricultural Research Service - Southeast Area (US),United States,33.40898,-91.05978,
4210122924,Temple University Health System (US),United States,39.95238,-75.16362,
4210122954,MIT Lincoln Laboratory (US),United States,42.44732,-71.2245,
4210123017,Framingham Heart Study (US),United States,42.27926,-71.41617,
4210124136,Prevention Group (US),United States,41.25626,-95.94043,
4210124153,Phoenix Children's Hospital (US),United States,33.44838,-112.07404,
4210124175,Center for Astrophysics Harvard & Smithsonian (US),United States,42.3751,-71.10561,
4210124598,Palo Alto Institute (US),United States,37.56299,-122.32553,
4210124779,National Aeronautics and Space Administration (US),United States,38.89511,-77.03637,
4210125099,Mayo Clinic in Arizona (US),United States,33.50921,-111.89903,
4210125474,VA Sierra Pacific Network (US),United States,38.10409,-122.25664,
4210126032,Montana State University System (US),United States,45.67965,-111.03856,
4210126298,Duke Medical Center (US),United States,35.99403,-78.89862,
4210126592,National Clinical Research (US),United States,37.55376,-77.46026,
4210127055,Athinoula A. Martinos Center for Biomedical Imaging (US),United States,42.35843,-71.05977,
4210127358,AID Atlanta (US),United States,33.749,-84.38798,
4210127473,Cancer Research Center (US),United States,38.95171,-92.33407,
4210127612,"VA Healthcare System Serving Ohio, Indiana and Michigan (US)",United States,42.27756,-83.74088,
4210127693,Penn Center for AIDS Research (US),United States,39.95238,-75.16362,
4210127875,Nvidia (United States) (US),United States,37.35411,-121.95524,
4210127938,Mayo Clinic Hospital (US),United States,33.44838,-112.07404,
4210128526,UPMC Hillman Cancer Center (US),United States,40.44062,-79.99589,
4210128618,University of Kansas Medical Center (US),United States,39.11417,-94.62746,
4210128757,"Beaumont Hospital, Royal Oak (US)",United States,42.48948,-83.14465,
4210128969,Alphabet (United States) (US),United States,37.38605,-122.08385,
4210129097,Center for Global Health (US),United States,33.749,-84.38798,
4210130600,Children's Hospital of Pittsburgh (US),United States,40.44062,-79.99589,
4210130649,Frederick National Laboratory for Cancer Research (US),United States,39.41427,-77.41054,
4210131007,John Wiley & Sons (United States) (US),United States,40.74399,-74.03236,
4210131075,VA Southeast Network (US),United States,34.00288,-84.14464,
4210131357,Colorado State University System (US),United States,39.73915,-104.9847,
4210131712,Oklahoma State University Oklahoma City (US),United States,35.46756,-97.51643,
4210132596,University of Wisconsin Health (US),United States,43.07305,-89.40123,
4210132746,Connecticut State Colleges and Universities (US),United States,41.76371,-72.68509,
4210133143,Dow Chemical (United States) (US),United States,43.61558,-84.24721,
4210133905,VA Pittsburgh Healthcare System (US),United States,40.44062,-79.99589,
4210134091,Yahoo (United States) (US),United States,37.36883,-122.03635,
4210134534,National Institute of Allergy and Infectious Diseases (US),United States,38.98067,-77.10026,
4210134769,University of Pittsburgh Medical Center (US),United States,40.44062,-79.99589,
4210135078,Washington University Medical Center (US),United States,38.62727,-90.19789,
4210135252,University of Minnesota Medical Center (US),United States,44.97997,-93.26384,
4210135903,UCSF Benioff Children's Hospital (US),United States,37.80437,-122.2708,
4210136305,Institute on Aging (US),United States,37.77493,-122.41942,
4210136897,National Institute on Aging (US),United States,39.29038,-76.61219,
4210137306,Stanford Medicine (US),United States,37.42411,-122.16608,
4210137549,Halliburton (United States) (US),United States,29.76328,-95.36327,
4210137555,Regional Medical Center (US),United States,33.49182,-80.85565,
4210137750,UC Irvine Health (US),United States,33.78779,-117.85311,
4210137803,Biomedical Research Institute (US),United States,39.084,-77.15276,
4210138024,VA Northwest Network (US),United States,45.63873,-122.66149,
4210138094,Agricultural Research Service - Northeast Area (US),United States,39.03483,-76.90747,
4210138309,Center for Innovation (US),United States,38.89511,-77.03637,
4210138311,Lawrence Livermore National Security (US),United States,37.68187,-121.76801,
4210138500,Massachusetts Eye Research and Surgery Institute (US),United States,42.3751,-71.10561,
4210138636,South Central VA Health Care Network (US),United States,32.42848,-90.13231,
4210138663,VA Desert Pacific Healthcare Network (US),United States,33.76696,-118.18923,
4210140114,Scripps (United States) (US),United States,39.12711,-84.51439,
4210140176,Takeda (United States) (US),United States,42.17114,-87.84451,
4210140341,Allen Institute (US),United States,47.60621,-122.33207,
4210140405,Society of Surgical Oncology (US),United States,41.99531,-87.88451,
4210140816,Gilead Sciences (United States) (US),United States,37.55855,-122.27108,
4210140884,National Cancer Institute (US),United States,38.98067,-77.10026,
4210140958,Ann Arbor Center for Independent Living (US),United States,42.27756,-83.74088,
4210141039,Mississippi Institutions of Higher Learning (US),United States,32.29876,-90.18481,
4210141337,Division of Atmospheric and Geospace Sciences (US),United States,38.88101,-77.10428,
4210141674,Cedars-Sinai Smidt Heart Institute (US),United States,34.05223,-118.24368,
4210142152,ORCID (US),United States,38.98067,-77.10026,
4210142217,Washington Center (US),United States,38.89511,-77.03637,
4210142393,Abbott Fund (US),United States,41.85003,-87.65005,
4210142480,Thermo Fisher Scientific (United States) (US),United States,42.37649,-71.23561,
4210142672,Brookhaven Science Associates (US),United States,40.92565,-73.14094,
4210143137,University of Louisville Hospital (US),United States,38.25424,-85.75941,
4210143381,San Francisco VA Health Care System (US),United States,37.77493,-122.41942,
4210143392,University of Pennsylvania Health System (US),United States,39.95238,-75.16362,
4210144023,VA Heart of Texas Health Care Network (US),United States,32.73569,-97.10807,
4210144228,Eunice Kennedy Shriver National Institute of Child Health and Human Development (US),United States,38.98067,-77.10026,
4210144267,Shriners Hospitals for Children (US),United States,27.94752,-82.45843,
4210144560,Candid (US),United States,40.71427,-74.00597,
4210144876,Duke University Health System (US),United States,35.99403,-78.89862,
4210145274,Agricultural Research Service - Plains Area (US),United States,40.58526,-105.08442,
4210145812,Cancer Genetics (United States) (US),United States,40.82649,-74.10681,
4210146328,Scripps Clinic (US),United States,32.84727,-117.2742,
4210146389,Presbyterian St. Luke's Medical Center (US),United States,39.73915,-104.9847,
4210146710,Mayo Clinic in Florida (US),United States,30.33218,-81.65565,
4210146983,Children's Healthcare of Atlanta (US),United States,33.749,-84.38798,
4210147155,Pediatrics and Genetics (US),United States,34.07538,-84.29409,
4210147340,VA Healthcare-VISN 4 (US),United States,40.44062,-79.99589,
4210147348,Northwestern Medicine (US),United States,41.85003,-87.65005,
4210147586,Texas Children's Hospital (US),United States,29.76328,-95.36327,
4210147799,Millennium Engineering and Integration (United States) (US),United States,38.88101,-77.10428,
4210148048,Rothman Institute (US),United States,39.95238,-75.16362,
4210148268,University of Utah Health Care (US),United States,40.76078,-111.89105,
4210148589,Hackensack Meridian Health (US),United States,40.51872,-74.4121,
4210148682,National Center for Advancing Translational Sciences (US),United States,39.084,-77.15276,
4210149382,Johnson Space Center (US),United States,29.76328,-95.36327,
4210149717,Center for Cancer Research (US),United States,38.98067,-77.10026,
4210149743,Sinai Health System (US),United States,41.85003,-87.65005,
4210150094,Ludwig Cancer Research (US),United States,40.71427,-74.00597,
4210150208,Molecular Oncology (United States) (US),United States,39.14344,-77.20137,
4210150362,Children's Cancer Center (US),United States,27.94752,-82.45843,
4210150714,Johns Hopkins Hospital (US),United States,39.29038,-76.61219,
4210150756,AstraZeneca (United States) (US),United States,39.74595,-75.54659,
4210150878,Radiance Technologies (United States) (US),United States,34.7304,-86.58594,
4210150894,Jacobs (United States) (US),United States,32.78306,-96.80667,
4210150980,Boston Children's Museum (US),United States,42.35843,-71.05977,
4210151215,Auburn University System (US),United States,32.60986,-85.48078,
4210151386,Janssen (United States) (US),United States,40.38927,-74.76183,
4210151747,Lifespan (US),United States,41.82399,-71.41283,
4210152133,Florida Certification Board (US),United States,30.43826,-84.28073,
4210153043,Duke University Hospital (US),United States,35.99403,-78.89862,
4210153153,Creative Research Enterprises (United States) (US),United States,37.66243,-121.87468,
4210153546,Flatiron Health (United States) (US),United States,40.71427,-74.00597,
4210153792,University School (US),United States,41.4995,-81.69541,
4210154437,United States Army Futures Command (US),United States,30.26715,-97.74306,
4210154632,Agricultural Research Service - Midwest Area (US),United States,40.69365,-89.58899,
4210155419,Center for Systems Biology (US),United States,42.35843,-71.05977,
4210155647,National Institutes of Health Clinical Center (US),United States,38.98067,-77.10026,
4210156829,Research Network (United States) (US),United States,34.02343,-84.61549,
4210156876,VA Greater Los Angeles Healthcare System (US),United States,34.05223,-118.24368,
4210157065,Sylvester Comprehensive Cancer Center (US),United States,25.77427,-80.19366,
4210157085,Cooper University Health Care (US),United States,39.92595,-75.11962,
4210157264,MetroHealth Medical Center (US),United States,41.4995,-81.69541,
4210157321,Center for Discovery (US),United States,33.80307,-118.07256,
4210157557,Iowa City Public Library (US),United States,41.66113,-91.53017,
4210157861,Harvard Stem Cell Institute (US),United States,42.3751,-71.10561,
4210157890,Neurological Surgery (US),United States,40.65871,-73.64124,
4210158053,University of North Carolina System (US),United States,35.7721,-78.63861,
4210158188,Japan Society (US),United States,40.71427,-74.00597,
4210158500,National Institute of Mental Health (US),United States,38.98067,-77.10026,
4210159288,Mylan (United States) (US),United States,40.26257,-80.18728,
4210159294,UT-Battelle (US),United States,36.01036,-84.26964,
4210159453,Center for Rheumatology (US),United States,42.65258,-73.75623,
4210159720,VA Mid-Atlantic Health Care Network (US),United States,35.99403,-78.89862,
4210160255,Boehringer Ingelheim (United States) (US),United States,41.28148,-73.49818,
4210160401,National Center for Infectious Diseases (US),United States,33.749,-84.38798,
4210160418,Baylor Scott & White Health (US),United States,32.78306,-96.80667,
4210160527,University of California Davis Medical Center (US),United States,38.58157,-121.4944,
4210160641,Alamo Colleges (US),United States,29.42412,-98.49363,
4210160694,Memorial Hospital (US),United States,39.9626,-76.72774,
4210160856,UC Davis Health System (US),United States,38.58157,-121.4944,
4210160970,Access to Wholistic and Productive Living Institute (US),United States,38.93317,-76.94581,
4210161994,Dana-Farber Brigham Cancer Center (US),United States,42.35843,-71.05977,
4210162197,Vanderbilt Health (US),United States,36.16589,-86.78444,
4210162359,International Neuromodulation Society (US),United States,37.77493,-122.41942,
4210163017,Texas Health Resources Foundation (US),United States,32.73569,-97.10807,
4210163141,Yes Technologies (United States) (US),United States,20.02323,-155.67288,
4210164053,LifeBridge Health (US),United States,39.29038,-76.61219,
4210164117,Walker (United States) (US),United States,45.29984,-122.77371,
4210164401,Sidney Kimmel Comprehensive Cancer Center (US),United States,39.29038,-76.61219,
4210164563,"Neurology, Inc (US)",United States,38.95171,-92.33407,
4210165183,Pulmonary and Critical Care Associates (US),United States,30.33218,-81.65565,
4210165192,Smilow Cancer Hospital (US),United States,41.30815,-72.92816,
4210165260,Mercy Health (US),United States,39.12711,-84.51439,
4210165985,Harbor–UCLA Medical Center (US),United States,33.83585,-118.34063,
4210166271,"Center for Surveillance, Epidemiology, and Laboratory Services (US)",United States,33.749,-84.38798,
4210166946,Imaging Center (US),United States,41.1306,-85.12886,
4210167126,UCSF Helen Diller Family Comprehensive Cancer Center (US),United States,37.77493,-122.41942,
4210167218,Georgia Regents Medical Center (US),United States,33.47097,-81.97484,
4387153466,Weill Cornell Medicine (US),United States,40.71427,-74.00597,R1
